agencyCode,agencyName,budgetAccountCode,budgetAccountName,fiscalYear,fundingType,amount
019,"Department of Energy",019-20-2250,"Cybersecurity, Energy Security, and Emergency Response",2025,"Funding Total",9.298883
019,"Department of Energy",019-05-0313,"Federal Salaries and Expenses",2025,"CIO Authority",14.800171
019,"Department of Energy",019-05-0313,"Federal Salaries and Expenses",2025,"Budget Authority",10.597173
019,"Department of Energy",019-05-0313,"Federal Salaries and Expenses",2025,"Funding Total",11.151128
019,"Department of Energy",019-60-4563,"Working Capital Fund",2025,"CIO Authority",96.469882
019,"Department of Energy",019-60-4563,"Working Capital Fund",2025,"Budget Authority",96.469882
019,"Department of Energy",019-60-4563,"Working Capital Fund",2025,"Funding Total",96.284382
019,"Department of Energy",019-20-2292,"Office of State and Community Energy Programs",2025,"CIO Authority",25.603881
019,"Department of Energy",019-20-2292,"Office of State and Community Energy Programs",2025,"Budget Authority",25.603881
019,"Department of Energy",019-20-2292,"Office of State and Community Energy Programs",2025,"Funding Total",25.603881
019,"Department of Energy",019-20-0216,"Energy Information Administration",2025,"CIO Authority",37.357999
019,"Department of Energy",019-20-0216,"Energy Information Administration",2025,"Budget Authority",37.357999
019,"Department of Energy",019-20-0216,"Energy Information Administration",2025,"Funding Total",42.459
019,"Department of Energy",019-60-0236,"Office of the Inspector General",2025,"CIO Authority",4.674782
019,"Department of Energy",019-60-0236,"Office of the Inspector General",2025,"Budget Authority",4.674782
019,"Department of Energy",019-60-0236,"Office of the Inspector General",2025,"Funding Total",4.959727
019,"Department of Energy",019-50-0302,"Operation and Maintenance, Southeastern Power Administration",2025,"CIO Authority",2.50244
019,"Department of Energy",019-50-0302,"Operation and Maintenance, Southeastern Power Administration",2025,"Budget Authority",2.50244
019,"Department of Energy",019-50-0302,"Operation and Maintenance, Southeastern Power Administration",2025,"Funding Total",2.50244
019,"Department of Energy",019-20-0350,"Tribal Energy Loan Guarantee Program",2025,"CIO Authority",0.308
019,"Department of Energy",019-20-0350,"Tribal Energy Loan Guarantee Program",2025,"Budget Authority",0.308
019,"Department of Energy",019-20-0350,"Tribal Energy Loan Guarantee Program",2025,"Funding Total",0.308
019,"Department of Energy",019-50-0303,"Operation and Maintenance, Southwestern Power Administration",2025,"CIO Authority",10.527949
019,"Department of Energy",019-50-0303,"Operation and Maintenance, Southwestern Power Administration",2025,"Budget Authority",10.527949
019,"Department of Energy",019-50-0303,"Operation and Maintenance, Southwestern Power Administration",2025,"Funding Total",10.52178
019,"Department of Energy",019-50-5068,"Construction, Rehabilitation, Operation and Maintenance, Western Area Power Administration",2025,"CIO Authority",77.321125
019,"Department of Energy",019-50-5068,"Construction, Rehabilitation, Operation and Maintenance, Western Area Power Administration",2025,"Budget Authority",77.321125
019,"Department of Energy",019-50-5068,"Construction, Rehabilitation, Operation and Maintenance, Western Area Power Administration",2025,"Funding Total",33.428477
019,"Department of Energy",019-20-0318,Electricity,2025,"CIO Authority",31.767754
019,"Department of Energy",019-20-0318,Electricity,2025,"Budget Authority",31.767754
019,"Department of Energy",019-20-0318,Electricity,2025,"Funding Total",22.653362
019,"Department of Energy",019-20-2297,"Office of Clean Energy Demonstrations",2025,"CIO Authority",171.767891
019,"Department of Energy",019-20-2297,"Office of Clean Energy Demonstrations",2025,"Budget Authority",171.767891
019,"Department of Energy",019-20-2297,"Office of Clean Energy Demonstrations",2025,"Funding Total",171.767791
019,"Department of Energy",019-20-5369,"Northeast Home Heating Oil Reserve",2025,"CIO Authority",0.756
019,"Department of Energy",019-20-5369,"Northeast Home Heating Oil Reserve",2025,"Budget Authority",0.756
019,"Department of Energy",019-20-5369,"Northeast Home Heating Oil Reserve",2025,"Funding Total",0.756
019,"Department of Energy",019-20-0315,"Non-defense Environmental Cleanup",2025,"CIO Authority",7.1
019,"Department of Energy",019-20-0315,"Non-defense Environmental Cleanup",2025,"Budget Authority",7.1
019,"Department of Energy",019-20-0315,"Non-defense Environmental Cleanup",2025,"Funding Total",10.434003
019,"Department of Energy",019-20-0322,"Advanced Technology Vehicles Manufacturing Loan Program Account",2025,"CIO Authority",1.188
019,"Department of Energy",019-20-0322,"Advanced Technology Vehicles Manufacturing Loan Program Account",2025,"Budget Authority",1.188
019,"Department of Energy",019-20-0322,"Advanced Technology Vehicles Manufacturing Loan Program Account",2025,"Funding Total",1.188
019,"Department of Energy",019-20-2291,"Office of Manufacturing and Energy Supply Chains",2025,"CIO Authority",66.083351
019,"Department of Energy",019-20-2291,"Office of Manufacturing and Energy Supply Chains",2025,"Budget Authority",66.083351
019,"Department of Energy",019-20-2291,"Office of Manufacturing and Energy Supply Chains",2025,"Funding Total",66.083351
019,"Department of Energy",019-20-0224,"Energy Supply and Conservation",2025,"CIO Authority",0.040743
019,"Department of Energy",019-20-0224,"Energy Supply and Conservation",2025,"Budget Authority",0.040743
019,"Department of Energy",019-20-0224,"Energy Supply and Conservation",2025,"Funding Total",0.04027
019,"Department of Energy",019-20-2293,"Federal Energy Management Program",2025,"CIO Authority",0.215581
019,"Department of Energy",019-20-2293,"Federal Energy Management Program",2025,"Budget Authority",0.215581
019,"Department of Energy",019-20-2293,"Federal Energy Management Program",2025,"Funding Total",0.215581
019,"Department of Energy",019-05-0314,"Naval Reactors",2025,"CIO Authority",152.235518
019,"Department of Energy",019-05-0314,"Naval Reactors",2025,"Budget Authority",0.062116
019,"Department of Energy",019-05-0314,"Naval Reactors",2025,"Funding Total",0.059661
019,"Department of Energy",019-20-0208,"Title 17 Innovative Technology Loan Guarantee Program",2025,"CIO Authority",8.297793
019,"Department of Energy",019-20-0208,"Title 17 Innovative Technology Loan Guarantee Program",2025,"Budget Authority",8.297793
019,"Department of Energy",019-20-0208,"Title 17 Innovative Technology Loan Guarantee Program",2025,"Funding Total",8.297793
019,"Department of Energy",019-20-0337,"Advanced Research Projects Agency--Energy",2025,"CIO Authority",1.78505
019,"Department of Energy",019-20-0337,"Advanced Research Projects Agency--Energy",2025,"Budget Authority",1.78505
019,"Department of Energy",019-20-0337,"Advanced Research Projects Agency--Energy",2025,"Funding Total",1.78505
019,"Department of Energy",019-60-0351,"International Affairs",2025,"CIO Authority",0.036713
019,"Department of Energy",019-60-0351,"International Affairs",2025,"Budget Authority",0.036713
019,"Department of Energy",019-60-0351,"International Affairs",2025,"Funding Total",0.03614
019,"Department of Energy",019-50-4045,"Bonneville Power Administration Fund",2025,"CIO Authority",0.11844
019,"Department of Energy",019-50-4045,"Bonneville Power Administration Fund",2025,"Budget Authority",0.11844
019,"Department of Energy",019-50-4045,"Bonneville Power Administration Fund",2025,"Funding Total",0.13638
019,"Department of Energy",019-20-5227,"Nuclear Waste Disposal",2025,"CIO Authority",0
019,"Department of Energy",019-20-5227,"Nuclear Waste Disposal",2025,"Budget Authority",0
019,"Department of Energy",019-20-5227,"Nuclear Waste Disposal",2025,"Funding Total",0.23847
019,"Department of Energy",019-20-0346,"Office of Technology Transitions",2025,"CIO Authority",1.5
019,"Department of Energy",019-20-0346,"Office of Technology Transitions",2025,"Budget Authority",1.5
019,"Department of Energy",019-20-0346,"Office of Technology Transitions",2025,"Funding Total",1.5
019,"Department of Energy",019-20-4455,"Title 17 Innovative Technology Direct Loan Financing Account",2025,"CIO Authority",19.22478
019,"Department of Energy",019-20-4455,"Title 17 Innovative Technology Direct Loan Financing Account",2025,"Budget Authority",19.22478
019,"Department of Energy",019-20-4455,"Title 17 Innovative Technology Direct Loan Financing Account",2025,"Funding Total",19.22478
019,"Department of Energy",019-20-0233,"SPR Petroleum Account",2025,"CIO Authority",0.003758
019,"Department of Energy",019-20-0233,"SPR Petroleum Account",2025,"Budget Authority",0.003758
019,"Department of Energy",019-20-0233,"SPR Petroleum Account",2025,"Funding Total",0.003379
019,"Department of Energy",019-20-2300,"Carbon Dioxide Transportation Infrastructure Finance and Innovation Program Account",2025,"CIO Authority",0.509
019,"Department of Energy",019-20-2300,"Carbon Dioxide Transportation Infrastructure Finance and Innovation Program Account",2025,"Budget Authority",0.509
019,"Department of Energy",019-20-2300,"Carbon Dioxide Transportation Infrastructure Finance and Innovation Program Account",2025,"Funding Total",0.509
023,"General Services Administration",023-30-4540,"Working Capital Fund",2022,"CIO Authority",0
023,"General Services Administration",023-30-4540,"Working Capital Fund",2022,"Budget Authority",0
023,"General Services Administration",023-30-4540,"Working Capital Fund",2022,"Funding Total",394.942351
023,"General Services Administration",023-10-4534,"Acquisition Services Fund",2022,"CIO Authority",0
023,"General Services Administration",023-10-4534,"Acquisition Services Fund",2022,"Budget Authority",0
023,"General Services Administration",023-10-4534,"Acquisition Services Fund",2022,"Funding Total",371.002259
023,"General Services Administration",023-05-4542,"Federal Buildings Fund",2022,"CIO Authority",0
023,"General Services Administration",023-05-4542,"Federal Buildings Fund",2022,"Budget Authority",0
023,"General Services Administration",023-05-4542,"Federal Buildings Fund",2022,"Funding Total",62.394632
023,"General Services Administration",023-30-0401,"Government-wide Policy",2022,"CIO Authority",0
023,"General Services Administration",023-30-0401,"Government-wide Policy",2022,"Budget Authority",0
023,"General Services Administration",023-30-0401,"Government-wide Policy",2022,"Funding Total",15.159216
023,"General Services Administration",023-30-0108,"Office of Inspector General",2022,"CIO Authority",0
023,"General Services Administration",023-30-0108,"Office of Inspector General",2022,"Budget Authority",0
023,"General Services Administration",023-30-0108,"Office of Inspector General",2022,"Funding Total",8.289
023,"General Services Administration",023-30-4549,"Federal Citizen Services Fund",2022,"CIO Authority",0
023,"General Services Administration",023-30-4549,"Federal Citizen Services Fund",2022,"Budget Authority",0
023,"General Services Administration",023-30-4549,"Federal Citizen Services Fund",2022,"Funding Total",71.806451
023,"General Services Administration",023-10-5250,"Expenses of Transportation Audit Contracts and Contract Administration",2022,"CIO Authority",0
023,"General Services Administration",023-10-5250,"Expenses of Transportation Audit Contracts and Contract Administration",2022,"Budget Authority",0
023,"General Services Administration",023-10-5250,"Expenses of Transportation Audit Contracts and Contract Administration",2022,"Funding Total",1.997534
023,"General Services Administration",023-30-0110,"Operating expenses",2022,"CIO Authority",0
023,"General Services Administration",023-30-0110,"Operating expenses",2022,"Budget Authority",0
023,"General Services Administration",023-30-0110,"Operating expenses",2022,"Funding Total",1.894653
023,"General Services Administration",023-05-4542,"Federal Buildings Fund",2023,"CIO Authority",75.810402
023,"General Services Administration",023-05-4542,"Federal Buildings Fund",2023,"Budget Authority",59.49027
023,"General Services Administration",023-05-4542,"Federal Buildings Fund",2023,"Funding Total",70.150516
023,"General Services Administration",023-10-4534,"Acquisition Services Fund",2023,"CIO Authority",249.915012
023,"General Services Administration",023-10-4534,"Acquisition Services Fund",2023,"Budget Authority",247.865572
023,"General Services Administration",023-10-4534,"Acquisition Services Fund",2023,"Funding Total",525.088112
023,"General Services Administration",023-30-0401,"Government-wide Policy",2023,"CIO Authority",18.22642
023,"General Services Administration",023-30-0401,"Government-wide Policy",2023,"Budget Authority",18.199102
023,"General Services Administration",023-30-0401,"Government-wide Policy",2023,"Funding Total",13.613589
023,"General Services Administration",023-30-4540,"Working Capital Fund",2023,"CIO Authority",371.986579
023,"General Services Administration",023-30-4540,"Working Capital Fund",2023,"Budget Authority",369.528383
023,"General Services Administration",023-30-4540,"Working Capital Fund",2023,"Funding Total",399.128837
023,"General Services Administration",023-10-5250,"Expenses of Transportation Audit Contracts and Contract Administration",2023,"CIO Authority",1.933335
023,"General Services Administration",023-10-5250,"Expenses of Transportation Audit Contracts and Contract Administration",2023,"Budget Authority",1.933335
023,"General Services Administration",023-10-5250,"Expenses of Transportation Audit Contracts and Contract Administration",2023,"Funding Total",2.202317
023,"General Services Administration",023-30-4549,"Federal Citizen Services Fund",2023,"CIO Authority",72.537257
023,"General Services Administration",023-30-4549,"Federal Citizen Services Fund",2023,"Budget Authority",64.048023
023,"General Services Administration",023-30-4549,"Federal Citizen Services Fund",2023,"Funding Total",85.526311
023,"General Services Administration",023-30-0110,"Operating expenses",2023,"CIO Authority",0.873705
023,"General Services Administration",023-30-0110,"Operating expenses",2023,"Budget Authority",0.873705
023,"General Services Administration",023-30-0110,"Operating expenses",2023,"Funding Total",0.929402
023,"General Services Administration",023-30-0108,"Office of Inspector General",2023,"CIO Authority",0
023,"General Services Administration",023-30-0108,"Office of Inspector General",2023,"Budget Authority",0
023,"General Services Administration",023-30-0108,"Office of Inspector General",2023,"Funding Total",8.228
023,"General Services Administration",023-30-4540,"Working Capital Fund",2024,"CIO Authority",410.957759
023,"General Services Administration",023-30-4540,"Working Capital Fund",2024,"Budget Authority",409.743129
023,"General Services Administration",023-30-4540,"Working Capital Fund",2024,"Funding Total",466.096345
023,"General Services Administration",023-05-4542,"Federal Buildings Fund",2024,"CIO Authority",80.003784
023,"General Services Administration",023-05-4542,"Federal Buildings Fund",2024,"Budget Authority",67.916461
023,"General Services Administration",023-05-4542,"Federal Buildings Fund",2024,"Funding Total",77.852904
023,"General Services Administration",023-30-0401,"Government-wide Policy",2024,"CIO Authority",14.449944
023,"General Services Administration",023-30-0401,"Government-wide Policy",2024,"Budget Authority",14.449944
023,"General Services Administration",023-30-0401,"Government-wide Policy",2024,"Funding Total",14.922186
023,"General Services Administration",023-10-4534,"Acquisition Services Fund",2024,"CIO Authority",254.440767
023,"General Services Administration",023-10-4534,"Acquisition Services Fund",2024,"Budget Authority",252.260447
023,"General Services Administration",023-10-4534,"Acquisition Services Fund",2024,"Funding Total",551.936476
023,"General Services Administration",023-30-4549,"Federal Citizen Services Fund",2024,"CIO Authority",118.963346
023,"General Services Administration",023-30-4549,"Federal Citizen Services Fund",2024,"Budget Authority",97.912559
023,"General Services Administration",023-30-4549,"Federal Citizen Services Fund",2024,"Funding Total",86.204333
023,"General Services Administration",023-30-0110,"Operating expenses",2024,"CIO Authority",1.067307
023,"General Services Administration",023-30-0110,"Operating expenses",2024,"Budget Authority",1.067307
023,"General Services Administration",023-30-0110,"Operating expenses",2024,"Funding Total",1.256581
023,"General Services Administration",023-10-5250,"Expenses of Transportation Audit Contracts and Contract Administration",2024,"CIO Authority",2.166926
023,"General Services Administration",023-10-5250,"Expenses of Transportation Audit Contracts and Contract Administration",2024,"Budget Authority",2.166926
023,"General Services Administration",023-10-5250,"Expenses of Transportation Audit Contracts and Contract Administration",2024,"Funding Total",2.060332
023,"General Services Administration",023-30-5381,"Acquisition Workforce Training Fund",2024,"CIO Authority",0.478153
023,"General Services Administration",023-30-5381,"Acquisition Workforce Training Fund",2024,"Budget Authority",0
023,"General Services Administration",023-30-5381,"Acquisition Workforce Training Fund",2024,"Funding Total",0.7027
023,"General Services Administration",023-30-0108,"Office of Inspector General",2024,"CIO Authority",0
023,"General Services Administration",023-30-0108,"Office of Inspector General",2024,"Budget Authority",0
023,"General Services Administration",023-30-0108,"Office of Inspector General",2024,"Funding Total",9.211
023,"General Services Administration",023-10-4534,"Acquisition Services Fund",2025,"CIO Authority",264.921664
023,"General Services Administration",023-10-4534,"Acquisition Services Fund",2025,"Budget Authority",264.313663
023,"General Services Administration",023-10-4534,"Acquisition Services Fund",2025,"Funding Total",710.779845
023,"General Services Administration",023-30-4540,"Working Capital Fund",2025,"CIO Authority",433.826029
023,"General Services Administration",023-30-4540,"Working Capital Fund",2025,"Budget Authority",433.816079
023,"General Services Administration",023-30-4540,"Working Capital Fund",2025,"Funding Total",462.284458
023,"General Services Administration",023-30-0401,"Government-wide Policy",2025,"CIO Authority",15.017823
023,"General Services Administration",023-30-0401,"Government-wide Policy",2025,"Budget Authority",15.017823
023,"General Services Administration",023-30-0401,"Government-wide Policy",2025,"Funding Total",16.015103
023,"General Services Administration",023-30-0108,"Office of Inspector General",2025,"CIO Authority",0
023,"General Services Administration",023-30-0108,"Office of Inspector General",2025,"Budget Authority",0
023,"General Services Administration",023-30-0108,"Office of Inspector General",2025,"Funding Total",8.803
023,"General Services Administration",023-05-4542,"Federal Buildings Fund",2025,"CIO Authority",87.031417
023,"General Services Administration",023-05-4542,"Federal Buildings Fund",2025,"Budget Authority",87.031417
023,"General Services Administration",023-05-4542,"Federal Buildings Fund",2025,"Funding Total",87.031416
023,"General Services Administration",023-30-4549,"Federal Citizen Services Fund",2025,"CIO Authority",74.511829
023,"General Services Administration",023-30-4549,"Federal Citizen Services Fund",2025,"Budget Authority",74.511829
023,"General Services Administration",023-30-4549,"Federal Citizen Services Fund",2025,"Funding Total",85.97743
023,"General Services Administration",023-30-0110,"Operating expenses",2025,"CIO Authority",1.218694
023,"General Services Administration",023-30-0110,"Operating expenses",2025,"Budget Authority",1.218694
023,"General Services Administration",023-30-0110,"Operating expenses",2025,"Funding Total",2.684508
023,"General Services Administration",023-30-5381,"Acquisition Workforce Training Fund",2025,"CIO Authority",0.478153
023,"General Services Administration",023-30-5381,"Acquisition Workforce Training Fund",2025,"Budget Authority",0
023,"General Services Administration",023-30-5381,"Acquisition Workforce Training Fund",2025,"Funding Total",0.478153
023,"General Services Administration",023-10-5250,"Expenses of Transportation Audit Contracts and Contract Administration",2025,"CIO Authority",2.167874
023,"General Services Administration",023-10-5250,"Expenses of Transportation Audit Contracts and Contract Administration",2025,"Budget Authority",2.167874
023,"General Services Administration",023-10-5250,"Expenses of Transportation Audit Contracts and Contract Administration",2025,"Funding Total",2.041344
009,"Department of Health and Human Services",009-20-0943,"CDC-wide Activities and Program Support",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-20-0943,"CDC-wide Activities and Program Support",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-20-0943,"CDC-wide Activities and Program Support",2022,"Funding Total",574.267177
009,"Department of Health and Human Services",009-30-1362,"Substance Use And Mental Health Services Administration",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-30-1362,"Substance Use And Mental Health Services Administration",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-30-1362,"Substance Use And Mental Health Services Administration",2022,"Funding Total",52.399614
009,"Department of Health and Human Services",009-20-4553,"CDC Working Capital Fund",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-20-4553,"CDC Working Capital Fund",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-20-4553,"CDC Working Capital Fund",2022,"Funding Total",322.651863
009,"Department of Health and Human Services",009-38-0522,"Center for Medicare and Medicaid Innovation",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-38-0522,"Center for Medicare and Medicaid Innovation",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-38-0522,"Center for Medicare and Medicaid Innovation",2022,"Funding Total",183.105653
009,"Department of Health and Human Services",009-15-0321,"Maternal, Infant, and Early Childhood Home Visiting Programs",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-15-0321,"Maternal, Infant, and Early Childhood Home Visiting Programs",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-15-0321,"Maternal, Infant, and Early Childhood Home Visiting Programs",2022,"Funding Total",4.999545
009,"Department of Health and Human Services",009-70-1552,"Temporary Assistance for Needy Families",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-70-1552,"Temporary Assistance for Needy Families",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-70-1552,"Temporary Assistance for Needy Families",2022,"Funding Total",10.329732
009,"Department of Health and Human Services",009-38-8393,"Health Care Fraud and Abuse Control Account",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-38-8393,"Health Care Fraud and Abuse Control Account",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-38-8393,"Health Care Fraud and Abuse Control Account",2022,"Funding Total",546.318847
009,"Department of Health and Human Services",009-91-9941,"HHS Service and Supply Fund",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-91-9941,"HHS Service and Supply Fund",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-91-9941,"HHS Service and Supply Fund",2022,"Funding Total",379.490963
009,"Department of Health and Human Services",009-38-0511,"Program Management",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-38-0511,"Program Management",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-38-0511,"Program Management",2022,"Funding Total",2268.351939
009,"Department of Health and Human Services",009-70-1550,"Child Care Entitlement to States",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-70-1550,"Child Care Entitlement to States",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-70-1550,"Child Care Entitlement to States",2022,"Funding Total",0.695235
009,"Department of Health and Human Services",009-15-0350,"Health Resources and Services",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-15-0350,"Health Resources and Services",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-15-0350,"Health Resources and Services",2022,"Funding Total",213.549059
009,"Department of Health and Human Services",009-92-0128,"Office of Inspector General",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-92-0128,"Office of Inspector General",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-92-0128,"Office of Inspector General",2022,"Funding Total",87.6645
009,"Department of Health and Human Services",009-90-0140,"Public Health and Social Services Emergency Fund",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-90-0140,"Public Health and Social Services Emergency Fund",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-90-0140,"Public Health and Social Services Emergency Fund",2022,"Funding Total",20.888127
009,"Department of Health and Human Services",009-25-9915,"National Institutes of Health",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-25-9915,"National Institutes of Health",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-25-9915,"National Institutes of Health",2022,"Funding Total",1628.025
009,"Department of Health and Human Services",009-10-9911,"Salaries and Expenses",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-10-9911,"Salaries and Expenses",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-10-9911,"Salaries and Expenses",2022,"Funding Total",928.91031
009,"Department of Health and Human Services",009-70-1515,"Payments to States for the Child Care and Development Block Grant",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-70-1515,"Payments to States for the Child Care and Development Block Grant",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-70-1515,"Payments to States for the Child Care and Development Block Grant",2022,"Funding Total",18.25427
009,"Department of Health and Human Services",009-38-0519,"Quality Improvement Organizations",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-38-0519,"Quality Improvement Organizations",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-38-0519,"Quality Improvement Organizations",2022,"Funding Total",296.546172
009,"Department of Health and Human Services",009-70-1545,"Payments for Foster Care and Permanency",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-70-1545,"Payments for Foster Care and Permanency",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-70-1545,"Payments for Foster Care and Permanency",2022,"Funding Total",0.814104
009,"Department of Health and Human Services",009-20-0944,"Agency for Toxic Substances and Disease Registry, Toxic Substances and Environmental Public Health",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-20-0944,"Agency for Toxic Substances and Disease Registry, Toxic Substances and Environmental Public Health",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-20-0944,"Agency for Toxic Substances and Disease Registry, Toxic Substances and Environmental Public Health",2022,"Funding Total",6.899999
009,"Department of Health and Human Services",009-70-1502,"Low Income Home Energy Assistance",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-70-1502,"Low Income Home Energy Assistance",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-70-1502,"Low Income Home Energy Assistance",2022,"Funding Total",2.155958
009,"Department of Health and Human Services",009-70-1503,"Refugee and Entrant Assistance",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-70-1503,"Refugee and Entrant Assistance",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-70-1503,"Refugee and Entrant Assistance",2022,"Funding Total",65.298135
009,"Department of Health and Human Services",009-33-1700,"Healthcare Research and Quality",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-33-1700,"Healthcare Research and Quality",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-33-1700,"Healthcare Research and Quality",2022,"Funding Total",34.192
009,"Department of Health and Human Services",009-70-1512,"Promoting Safe and Stable Families",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-70-1512,"Promoting Safe and Stable Families",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-70-1512,"Promoting Safe and Stable Families",2022,"Funding Total",0.458323
009,"Department of Health and Human Services",009-70-1553,"Children's Research and Technical Assistance",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-70-1553,"Children's Research and Technical Assistance",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-70-1553,"Children's Research and Technical Assistance",2022,"Funding Total",44.596558
009,"Department of Health and Human Services",009-90-9912,"General Departmental Management",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-90-9912,"General Departmental Management",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-90-9912,"General Departmental Management",2022,"Funding Total",46.942508
009,"Department of Health and Human Services",009-70-1536,"Children and Families Services Programs",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-70-1536,"Children and Families Services Programs",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-70-1536,"Children and Families Services Programs",2022,"Funding Total",79.384659
009,"Department of Health and Human Services",009-75-0142,"Aging and Disability Services Programs",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-75-0142,"Aging and Disability Services Programs",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-75-0142,"Aging and Disability Services Programs",2022,"Funding Total",12.43809
009,"Department of Health and Human Services",009-91-9971,"Miscellaneous Trust Funds",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-91-9971,"Miscellaneous Trust Funds",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-91-9971,"Miscellaneous Trust Funds",2022,"Funding Total",12.254783
009,"Department of Health and Human Services",009-90-0125,"Nonrecurring Expenses Fund",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-90-0125,"Nonrecurring Expenses Fund",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-90-0125,"Nonrecurring Expenses Fund",2022,"Funding Total",90.5989
009,"Department of Health and Human Services",009-20-0946,"World Trade Center Health Program Fund",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-20-0946,"World Trade Center Health Program Fund",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-20-0946,"World Trade Center Health Program Fund",2022,"Funding Total",12.189814
009,"Department of Health and Human Services",009-17-0390,"Indian Health Services",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-17-0390,"Indian Health Services",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-17-0390,"Indian Health Services",2022,"Funding Total",210.081213
009,"Department of Health and Human Services",009-90-0145,"Transfers from the Patient-Centered Outcomes Research Trust Fund",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-90-0145,"Transfers from the Patient-Centered Outcomes Research Trust Fund",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-90-0145,"Transfers from the Patient-Centered Outcomes Research Trust Fund",2022,"Funding Total",0.673
009,"Department of Health and Human Services",015-05-1892,"Coronavirus Relief Fund",2022,"CIO Authority",0
009,"Department of Health and Human Services",015-05-1892,"Coronavirus Relief Fund",2022,"Budget Authority",0
009,"Department of Health and Human Services",015-05-1892,"Coronavirus Relief Fund",2022,"Funding Total",25.610123
009,"Department of Health and Human Services",009-15-8175,"Vaccine Injury Compensation Program Trust Fund",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-15-8175,"Vaccine Injury Compensation Program Trust Fund",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-15-8175,"Vaccine Injury Compensation Program Trust Fund",2022,"Funding Total",1.762822
009,"Department of Health and Human Services",009-90-0139,"Medicare Hearings and Appeals",2022,"CIO Authority",0
009,"Department of Health and Human Services",009-90-0139,"Medicare Hearings and Appeals",2022,"Budget Authority",0
009,"Department of Health and Human Services",009-90-0139,"Medicare Hearings and Appeals",2022,"Funding Total",11.48
009,"Department of Health and Human Services",009-70-1534,"Social services block grant",2022,"CIO Authority",0
